"Orden de Satélite","Num OS","Estado","Satélite Procesos","Valor Unitario","Cantidad","Producto","SubTotal","Orden de Produccion","Proveedor","Orden Satélite PDF","Fecha Entrega a Satélite","Fecha Promesa a Molt","Ficha Técnica Producto","Orden de Producción Det","Creado por","Cliente","Id.","Costeo","Costeos Detalles"
"OS-0021163-6616-2-PANTALÓN  CALLE  DAMA",21163,"En Proceso","Confección",10000.0,300,"PANTALÓN  CALLE  DAMA",3000000.0,"OP-PARKING INTERNATIONAL S A S 0006616","SETATIS SAS","","06/03/2026","31/03/2026","208012 FT. PANTALÓN CALLE GRIS DAMA PARKING.pdf","6616-2-PANTALÓN  CALLE  DAMA","Cristian Esguerra","PARKING INTERNATIONAL S A S","81258655","COS-0012665 (Costeo)",""
"OS-0021162-6533-4-CAMISA MANGA LARGA",21162,"Finalizado","Bordado",900.0,25,"CAMISA MANGA LARGA",22500.0,"OP-CLARO COLOMBIA 0006533","CARLOS ANDRES PEREZ CELIS","","06/03/2026","09/03/2026","FT. BLUSA BLANCO MANGA LARGA CAV Y TIENDA CLARO DAMA.pdf","6533-4-CAMISA MANGA LARGA","Cristian Esguerra","CLARO COLOMBIA","81257082","COS-0012424 (Costeo)",""
"OS-0021161-6533-1-CAMISA MANGA LARGA",21161,"Finalizado","Bordado",900.0,400,"CAMISA MANGA LARGA",360000.0,"OP-CLARO COLOMBIA 0006533","SEIIBA  SAS","","31/03/2026","06/04/2026","FT. CAMISA BLANCO MANGA LARGA CAV Y TIENDA CLARO HOMBRE.pdf","6533-1-CAMISA MANGA LARGA","Cristian Esguerra","CLARO COLOMBIA","81256263","COS-0012424 (Costeo)",""
"OS-0021160-6577-1-Camiseta polo",21160,"En Proceso","Confección",6500.0,355,"Camiseta polo",2307500.0,"OP-CREDIMINUTO 0006577","MARIANOROCA SAS - CESAR","","09/03/2026","13/03/2026","103292 FT. POLO ROJO BLANCO CELULAR NUEVO CREDIMINUTO HOMBRE.pdf","6577-1-Camiseta polo","Cristian Esguerra","CREDIMINUTO","81252040","COS-0012562 (Costeo)",""
"OS-0021159-6570-3-pantalón  overol",21159,"En Proceso","Confección",13000.0,2,"pantalón  overol",26000.0,"OP-FLET X 0006570","SANDRA GARCIA","","06/03/2026","13/03/2026","111030 FT_ PANTALÓN OVEROL AZUL OSCURO DRIL SANSON TRANSER HOMBRE.pdf","6570-3-pantalón  overol","Cristian Esguerra","FLET X","81251186","COS-0012530 (Costeo)",""
"OS-0021158-6570-2-pantalón  overol",21158,"En Proceso","Confección",13000.0,2,"pantalón  overol",26000.0,"OP-FLET X 0006570","SANDRA GARCIA","","06/03/2026","13/03/2026","111030 FT_ PANTALÓN OVEROL AZUL OSCURO DRIL SANSON TRANSER HOMBRE.pdf","6570-2-pantalón  overol","Cristian Esguerra","FLET X","81248910","COS-0012530 (Costeo)",""
"OS-0021157-6584-3-camisa",21157,"En Proceso","Confección",12000.0,145,"camisa",1740000.0,"OP-NUTRESA 0006584","CONFECCIONES ARISOF","","06/03/2026","27/03/2026","202171 FT. BLUSA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (1).pdf","6584-3-camisa","Cristian Esguerra","NUTRESA","81211704","COS-0012578 (Costeo)",""
"OS-0021156-6584-2-CAMISA MANGA LARGA",21156,"En Proceso","Confección",13000.0,210,"CAMISA MANGA LARGA",2730000.0,"OP-NUTRESA 0006584","BENGIOTTO SAS","","06/03/2026","27/03/2026","102155 FT. CAMISA BLANCA MANGA LARGA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO HOMBRE (1).pdf","6584-2-CAMISA MANGA LARGA","Cristian Esguerra","NUTRESA","81211418","COS-0012578 (Costeo)",""
"OS-0021155-6584-4-camisa",21155,"En Proceso","Confección",12000.0,41,"camisa",492000.0,"OP-NUTRESA 0006584","CARMEN ROSA GARCIA ALZATE","","06/03/2026","18/03/2026","202172 FT. BLUSA BLANCA MANGA CORTA ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA (2).pdf","6584-4-camisa","Cristian Esguerra","NUTRESA","81207989","COS-0012578 (Costeo)",""
"OS-0021154-6581-11-PANTALÓN  CALLE  DAMA",21154,"En Proceso","Confección",9000.0,170,"PANTALÓN  CALLE  DAMA",1530000.0,"OP-NUTRESA 0006581","DIANA ARAMINTA ALEJO MORA","","06/03/2026","27/03/2026","208101 FT. PANTALON JEAN NEGRO GERENTE MESERA CAJERA CORRAL GOURMET GRUPO ACO DAMA (3).pdf","6581-11-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","81207892","COS-0012572 (Costeo)",""
"OS-0021153-6579-16-PANTALÓN  CALLE  DAMA",21153,"En Proceso","Confección",9000.0,80,"PANTALÓN  CALLE  DAMA",720000.0,"OP-NUTRESA 0006579","DIANA ARAMINTA ALEJO MORA","","06/03/2026","25/03/2026","208106 FT. PANTALON JEAN NEGRO GERENTE MESERA CAJERA CORRAL GOURMET GRUPO ACO DAMA (1).pdf","6579-16-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","81207825","COS-0012561 (Costeo)",""
"OS-0021152-6574-7-PANTALÓN TIPO CALLE CABALLERO",21152,"En Proceso","Confección|Prelavado",9000.0,45,"PANTALÓN TIPO CALLE CABALLERO",472500.0,"OP-NUTRESA 0006574","DIANA ARAMINTA ALEJO MORA","","06/03/2026","27/03/2026","108115 FT. PANTALON JEAN NEGRO MESERO BEER STATION GRUPO ACO HOMBRE (1).pdf","6574-7-PANTALÓN TIPO CALLE CABALLERO","Cristian Esguerra","NUTRESA","81207777","COS-0012544 (Costeo)",""
"OS-0021151-6620-10-PANTALÓN SASTRE",21151,"En Proceso","Confección",29500.0,35,"PANTALÓN SASTRE",1032500.0,"OP-OMNITEMPUS 0006620","ASCE Y KREA DOTACIONES SAS","","27/02/2026","25/03/2026","","6620-10-PANTALÓN SASTRE","Cristian Esguerra","OMNITEMPUS","81207530","COS-0012649 (Costeo)",""
"OS-0021150-6620-9-BLAZER SASTRE",21150,"En Proceso","Confección",95300.0,35,"BLAZER SASTRE",3335500.0,"OP-OMNITEMPUS 0006620","ASCE Y KREA DOTACIONES SAS","","27/02/2026","25/03/2026","","6620-9-BLAZER SASTRE","Cristian Esguerra","OMNITEMPUS","81207474","COS-0012649 (Costeo)",""
"OS-0021149-6620-8-PANTALÓN SASTRE",21149,"En Proceso","Corte y Confeccion",28000.0,31,"PANTALÓN SASTRE",868000.0,"OP-OMNITEMPUS 0006620","ASCE Y KREA DOTACIONES SAS","","05/03/2026","06/03/2026","","6620-8-PANTALÓN SASTRE","Cristian Esguerra","OMNITEMPUS","81207346","COS-0012649 (Costeo)",""
"OS-0021148-6620-7-BLAZER SASTRE",21148,"En Proceso","Corte y Confeccion",62800.0,26,"BLAZER SASTRE",1632800.0,"OP-OMNITEMPUS 0006620","ASCE Y KREA DOTACIONES SAS","","27/02/2026","25/03/2026","","6620-7-BLAZER SASTRE","Cristian Esguerra","OMNITEMPUS","81206100","COS-0012649 (Costeo)",""
"OS-0021146-6533-1-CAMISA MANGA LARGA",21146,"En Proceso","Confección",13000.0,209,"CAMISA MANGA LARGA",2717000.0,"OP-CLARO COLOMBIA 0006533","JUAN SEBASTIAN PEREZ AYALA","","17/03/2026","31/03/2026","FT. CAMISA BLANCO MANGA LARGA CAV Y TIENDA CLARO HOMBRE.pdf","6533-1-CAMISA MANGA LARGA","Cristian Esguerra","CLARO COLOMBIA","81201855","COS-0012424 (Costeo)",""
"OS-0021145-6618-5-POLO MANGA CORTA",21145,"Finalizado","Corte",750.0,26,"POLO MANGA CORTA",19500.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","06/03/2026","12/03/2026","103090 FT. POLO MANGA CORTA NEGRO MINISO HOMBRE (3).pdf","6618-5-POLO MANGA CORTA","Cristian Esguerra","MINISO","81200124","COS-0012669 (Costeo)",""
"OS-0021144-6618-2-POLO MANGA LARGA",21144,"Finalizado","Corte",750.0,30,"POLO MANGA LARGA",22500.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","06/03/2026","12/03/2026","103091 FT. POLO MANGA LARGA NEGRO MINISO HOMBRE (4).pdf","6618-2-POLO MANGA LARGA","Cristian Esguerra","MINISO","81199921","COS-0012669 (Costeo)",""
"OS-0021143-6618-6-POLO MANGA CORTA",21143,"En Proceso","Corte",750.0,144,"POLO MANGA CORTA",108000.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","05/03/2026","12/03/2026","103088 FT. POLO MANGA CORTA ROJO MINISO HOMBRE (2).pdf","6618-6-POLO MANGA CORTA","Cristian Esguerra","MINISO","81197603","COS-0012669 (Costeo)",""
"OS-0021142-6618-3-POLO MANGA LARGA",21142,"Finalizado","Corte",750.0,96,"POLO MANGA LARGA",72000.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","05/03/2026","12/03/2026","103089 FT. POLO MANGA LARGA ROJO MINISO HOMBRE (3).pdf","6618-3-POLO MANGA LARGA","Cristian Esguerra","MINISO","81197136","COS-0012669 (Costeo)",""
"OS-0021141-6618-4-POLO MANGA CORTA",21141,"Finalizado","Corte",750.0,1248,"POLO MANGA CORTA",936000.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","05/03/2026","12/03/2026","103092 FT. POLO MANGA CORTA BLANCO MINISO HOMBRE (2).pdf","6618-4-POLO MANGA CORTA","Cristian Esguerra","MINISO","81196827","COS-0012669 (Costeo)",""
"OS-0021140-6618-1-POLO MANGA LARGA",21140,"Finalizado","Corte",750.0,996,"POLO MANGA LARGA",747000.0,"OP-MINISO 0006618","SANDRA CAROLINA RATIVA BERNAL","","05/03/2026","12/03/2026","103093 FT. POLO MANGA LARGA BLANCO MINISO HOMBRE (2).pdf","6618-1-POLO MANGA LARGA","Cristian Esguerra","MINISO","81196360","COS-0012669 (Costeo)",""
"OS-0021139-6609-3-Gorra Curva",21139,"En Proceso","Bordado",1900.0,14,"Gorra Curva",26600.0,"OP-NUTRESA 0006609","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","05/03/2026","09/03/2026","","6609-3-Gorra Curva","Cristian Esguerra","NUTRESA","81195565","COS-0012639 (Costeo)",""
"OS-0021138-6596-2-Pañoleta",21138,"Creado","Confección",2000.0,100,"Pañoleta",200000.0,"OP-TALMA COLOMBIA 0006596","JOSE MIGUEL RUIZ HUERTAS","","05/03/2026","10/03/2026","","6596-2-Pañoleta","Cristian Esguerra","TALMA COLOMBIA","81194716","COS-0012603 (Costeo)",""
"OS-0021137-6577-1-Camiseta polo",21137,"En Proceso","Confección",6500.0,135,"Camiseta polo",877500.0,"OP-CREDIMINUTO 0006577","MARIANOROCA SAS - CESAR","","06/03/2026","13/03/2026","103292 FT. POLO ROJO BLANCO CELULAR NUEVO CREDIMINUTO HOMBRE.pdf","6577-1-Camiseta polo","Cristian Esguerra","CREDIMINUTO","81193999","COS-0012562 (Costeo)",""
"OS-0021136-6473-5-CAMISA MANGA LARGA",21136,"Creado","Confección",12000.0,2,"CAMISA MANGA LARGA",24000.0,"OP-AEROSAN S.A.S. 0006473","","","05/03/2026","06/03/2026","202234 FT. BLUSA OXFORD BLANCO MANGA LARGA AEROSAN DAMA.pdf","6473-5-CAMISA MANGA LARGA","Cristian Esguerra","AEROSAN S.A.S.","81192327","COS-0012247 (Costeo)",""
"OS-0021135-6618-14-Delantal clasico",21135,"En Proceso","Confección",4500.0,10,"Delantal clasico",45000.0,"OP-MINISO 0006618","CASAVI","","05/03/2026","13/03/2026","","6618-14-Delantal clasico","Cristian Esguerra","MINISO","81189329","COS-0012669 (Costeo)",""
"OS-0021134-6618-13-Delantal clasico",21134,"En Proceso","Corte y Confeccion",4500.0,10,"Delantal clasico",45000.0,"OP-MINISO 0006618","CASAVI","","05/03/2026","13/03/2026","","6618-13-Delantal clasico","Cristian Esguerra","MINISO","81189261","COS-0012669 (Costeo)",""
"OS-0021133-6618-16-Gorra Curva",21133,"En Proceso","Confección",6500.0,10,"Gorra Curva",65000.0,"OP-MINISO 0006618","AMERICANA DE CONFECCIONES Y SERVICIOS SAS","","05/03/2026","13/03/2026","310029 FT. GORRA NEGRO MINISO (2).pdf","6618-16-Gorra Curva","Cristian Esguerra","MINISO","81186557","COS-0012669 (Costeo)",""
"OS-0021132-6618-15-Gorra Curva",21132,"En Proceso","Confección",6500.0,10,"Gorra Curva",65000.0,"OP-MINISO 0006618","AMERICANA DE CONFECCIONES Y SERVICIOS SAS","","05/03/2026","13/03/2026","","6618-15-Gorra Curva","Cristian Esguerra","MINISO","81186546","COS-0012669 (Costeo)",""
"OS-0021131-6579-13-DELANTAL MICO",21131,"En Proceso","Confección",3000.0,200,"DELANTAL MICO",600000.0,"OP-NUTRESA 0006579","CLAUDIA PATRICIA MORENO BENITEZ","","04/03/2026","05/03/2026","109031 FT. DELANTAL MICO CAFE NARANJA SERVICIO LEÑOS Y CARBÓN GRUPO ACO UNISEX (2).pdf","6579-13-DELANTAL MICO","Cristian Esguerra","NUTRESA","81148933","COS-0012561 (Costeo)",""
"OS-0021130-6579-13-DELANTAL MICO",21130,"En Proceso","Confección",3000.0,200,"DELANTAL MICO",600000.0,"OP-NUTRESA 0006579","MARIA PAULINA RUIZ MARTINEZ","","05/03/2026","19/03/2026","109031 FT. DELANTAL MICO CAFE NARANJA SERVICIO LEÑOS Y CARBÓN GRUPO ACO UNISEX (2).pdf","6579-13-DELANTAL MICO","Cristian Esguerra","NUTRESA","81148921","COS-0012561 (Costeo)",""
"OS-0021129-6567-1-DELANTAL CLASICO",21129,"En Proceso","Bordado",1400.0,20,"DELANTAL CLASICO",28000.0,"OP-NUTRESA 0006567","SEIIBA  SAS","","05/03/2026","09/03/2026","313041 FT. DELANTAL NEGRO AUXILIAR BODEGA LOGO ACO UNISEX (2).pdf","6567-1-DELANTAL CLASICO","Cristian Esguerra","NUTRESA","81148854","COS-0012520 (Costeo)",""
"OS-0021128-6565-17-Chaqueta  Acolchada",21128,"Finalizado","Bordado",7300.0,100,"Chaqueta  Acolchada",730000.0,"OP-NUTRESA 0006565","SEIIBA  SAS","","05/03/2026","09/03/2026","106170 FT. CHAQUETA VERDE DOMICILIARIO PAPA JOHNS ACO HOMBRE.pdf","6565-17-Chaqueta  Acolchada","Cristian Esguerra","NUTRESA","81148549","COS-0012517 (Costeo)",""
"OS-0021127-6618-11-T-SHIRT MANGA CORTA",21127,"En Proceso","Estampado",4500.0,30,"T-SHIRT MANGA CORTA",135000.0,"OP-MINISO 0006618","COLOR PRINT SERVICE SAS - NELSON","","05/03/2026","10/03/2026","","6618-11-T-SHIRT MANGA CORTA","Cristian Esguerra","MINISO","81147958","COS-0012669 (Costeo)",""
"OS-0021126-6618-12-T-SHIRT MANGA CORTA",21126,"En Proceso","Estampado",4500.0,30,"T-SHIRT MANGA CORTA",135000.0,"OP-MINISO 0006618","COLOR PRINT SERVICE SAS - NELSON","","05/03/2026","10/03/2026","","6618-12-T-SHIRT MANGA CORTA","Cristian Esguerra","MINISO","81147821","COS-0012669 (Costeo)",""
"OS-0021125-6581-10-PANTALÓN TIPO CALLE CABALLERO",21125,"En Proceso","Confección",8500.0,207,"PANTALÓN TIPO CALLE CABALLERO",1759500.0,"OP-NUTRESA 0006581","JOSE URIEL RUIZ BUSTOS","","04/03/2026","26/03/2026","108104 FT. PANTALON JEAN NEGRO GERENTE BARMAN MESERO CORRAL GOURMET GRUPO ACO HOMBRE (2).pdf","6581-10-PANTALÓN TIPO CALLE CABALLERO","Cristian Esguerra","NUTRESA","81147204","COS-0012572 (Costeo)",""
"OS-0021124-6579-17-PANTALÓN TIPO CALLE CABALLERO",21124,"En Proceso","Confección",8500.0,30,"PANTALÓN TIPO CALLE CABALLERO",255000.0,"OP-NUTRESA 0006579","JOSE URIEL RUIZ BUSTOS","","05/03/2026","26/03/2026","108109 FT. PANTALON JEAN NEGRO ADMINISTRADOR BARMAN MESERO LEÑOS Y CARBÓN GRUPO ACO HOMBRE (1).pdf","6579-17-PANTALÓN TIPO CALLE CABALLERO","Cristian Esguerra","NUTRESA","81147130","COS-0012561 (Costeo)",""
"OS-0021123-6564-24-POLO MANGA CORTA",21123,"En Proceso","Confección",5500.0,15,"POLO MANGA CORTA",82500.0,"OP-NUTRESA 0006564","PEDRO JULIO SOTO JARAMILLO","","05/03/2026","18/03/2026","103181 FT. POLO BEIGE MANGA CORTA SUPERV ALMACEN Y DESPACHO SECOS ACO HOMBRE.pdf","6564-24-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","81144068","COS-0012515 (Costeo)",""
"OS-0021122-6564-23-POLO MANGA CORTA",21122,"En Proceso","Confección",5500.0,72,"POLO MANGA CORTA",396000.0,"OP-NUTRESA 0006564","PEDRO JULIO SOTO JARAMILLO","","05/03/2026","18/03/2026","103180 FT. POLO AZUL TURQUESA MANGA CORTA CONDUCTOR ACO HOMBRE (1).pdf","6564-23-POLO MANGA CORTA","Cristian Esguerra","NUTRESA","81144024","COS-0012515 (Costeo)",""
"OS-0021121-6574-8-PANTALÓN  CALLE  DAMA",21121,"En Proceso","Satélite Proceso",8500.0,73,"PANTALÓN  CALLE  DAMA",620500.0,"OP-NUTRESA 0006574","DIANA PILAR AHUMADA BUITRAGO","","05/03/2026","18/03/2026","208114 FT. PANTALON JEAN NEGRO MESERA BEER STATION GRUPO ACO DAMA (1).pdf","6574-8-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","81143535","COS-0012544 (Costeo)",""
"OS-0021120-6564-25-Pantalón dotación",21120,"En Proceso","Confección",8000.0,14,"Pantalón dotación",112000.0,"OP-NUTRESA 0006564","GLORIA LOZANO","","04/03/2026","13/03/2026","108092 FT. PANTALÓN DRIL BEIGE RESORTADO OPERARIO ACO HOMBRE.pdf","6564-25-Pantalón dotación","Cristian Esguerra","NUTRESA","81138591","COS-0012515 (Costeo)",""
"OS-0021119-6564-22-Camiseta Dril",21119,"En Proceso","Confección",5000.0,11,"Camiseta Dril",55000.0,"OP-NUTRESA 0006564","GLORIA LOZANO","","05/03/2026","13/03/2026","103193 FT. POLO DRIL BEIGE OPERARIO PRODUCCIÓN ACO HOMBRE.pdf","6564-22-Camiseta Dril","Cristian Esguerra","NUTRESA","81138537","COS-0012515 (Costeo)",""
"OS-0021118-6574-5-BATA CHEF",21118,"Finalizado","Bordado",3400.0,7,"BATA CHEF",23800.0,"OP-NUTRESA 0006574","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","05/03/2026","09/03/2026","207040 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUX COCINA BEER STATION GRUPO ACO DAMA.pdf","6574-5-BATA CHEF","Cristian Esguerra","NUTRESA","81135541","COS-0012544 (Costeo)",""
"OS-0021117-6574-4-BATA CHEF",21117,"Finalizado","Bordado",3400.0,11,"BATA CHEF",37400.0,"OP-NUTRESA 0006574","GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON","","05/03/2026","09/03/2026","107046 FT. BATA CHEF MANGA CORTA EMBONE NEGRO AUX COCINA BEER STATION GRUPO ACO HOMBRE.pdf","6574-4-BATA CHEF","Cristian Esguerra","NUTRESA","81135463","COS-0012544 (Costeo)",""
"OS-0021116-6581-2-Camisa  Indigo",21116,"Creado","Confección",18000.0,7,"Camisa  Indigo",126000.0,"OP-NUTRESA 0006581","","","04/03/2026","05/03/2026","202174 FT. BLUSA AZUL CLARO MANGA LARGA CAJERO MESERO CORRAL GOURMET GRUPO ACO DAMA.pdf","6581-2-Camisa  Indigo","Cristian Esguerra","NUTRESA","81134934","COS-0012572 (Costeo)",""
"OS-0021115-6581-2-Camisa  Indigo",21115,"En Proceso","Confección",18000.0,58,"Camisa  Indigo",1044000.0,"OP-NUTRESA 0006581","CONFECCIONES INFORMALES-CONFORMA LIMITADA","","04/03/2026","20/03/2026","202174 FT. BLUSA AZUL CLARO MANGA LARGA CAJERO MESERO CORRAL GOURMET GRUPO ACO DAMA.pdf","6581-2-Camisa  Indigo","Cristian Esguerra","NUTRESA","81134373","COS-0012572 (Costeo)",""
"OS-0021114-6581-1-Camisa  Indigo",21114,"En Proceso","Confección",18000.0,51,"Camisa  Indigo",918000.0,"OP-NUTRESA 0006581","CONFECCIONES INFORMALES-CONFORMA LIMITADA","","05/03/2026","20/03/2026","102160 FT. CAMISA AZUL CLARO MANGA LARGA CAJERO MESERO CORRAL GOURMET GRUPO ACO HOMBRE.pdf","6581-1-Camisa  Indigo","Cristian Esguerra","NUTRESA","81133991","COS-0012572 (Costeo)",""
"OS-0021113-6584-16-Pantalón dotación",21113,"En Proceso","Confección",10500.0,191,"Pantalón dotación",2005500.0,"OP-NUTRESA 0006584","SANDRA GARCIA","","11/03/2026","27/03/2026","108111 FT. PANTALÓN CALLE CAQUI OPERARIO DOMICILIARIO CORRAL TRADICIONAL GRUPO ACO HOMBRE (2).pdf","6584-16-Pantalón dotación","Cristian Esguerra","NUTRESA","81130647","COS-0012578 (Costeo)",""
"OS-0021112-6584-14-PANTALÓN  CALLE  DAMA",21112,"En Proceso","Confección",10500.0,380,"PANTALÓN  CALLE  DAMA",3990000.0,"OP-NUTRESA 0006584","SANDRA GARCIA","","11/03/2026","27/03/2026","208108 FT. PANTALÓN CALLE CAQUI ADMINISTRADOR CORRAL TRADICIONAL GRUPO ACO DAMA.pdf","6584-14-PANTALÓN  CALLE  DAMA","Cristian Esguerra","NUTRESA","81130418","COS-0012578 (Costeo)",""
"OS-0021111-6577-1-Camiseta polo",21111,"En Proceso","Confección",6500.0,200,"Camiseta polo",1300000.0,"OP-CREDIMINUTO 0006577","MARIANOROCA SAS - CESAR","","05/03/2026","11/03/2026","103292 FT. POLO ROJO BLANCO CELULAR NUEVO CREDIMINUTO HOMBRE.pdf","6577-1-Camiseta polo","Cristian Esguerra","CREDIMINUTO","81128468","COS-0012562 (Costeo)",""
"OS-0021110-6623-3-Sastre Femenino",21110,"En Proceso","Corte y Confeccion",90800.0,1,"Sastre Femenino",90800.0,"OP-CLINICOS 0006623","ASCE Y KREA DOTACIONES SAS","","04/03/2026","20/03/2026","214008 FT. SASTRE AZUL PETROLEO PANTALÓN NEGRO DAMA LOGO CLINICOS (17).pdf","6623-3-Sastre Femenino","Cristian Esguerra","CLINICOS","81126417","COS-0012671 (Costeo)",""
"OS-0021109-6623-2-Sastre Masculino",21109,"En Proceso","Corte y Confeccion",124800.0,5,"Sastre Masculino",624000.0,"OP-CLINICOS 0006623","ASCE Y KREA DOTACIONES SAS","","04/03/2026","20/03/2026","114001 FT. SASTRE AZUL OSCURO HOMBRE LOGO CLINICOS (5).pdf","6623-2-Sastre Masculino","Cristian Esguerra","CLINICOS","81125776","COS-0012671 (Costeo)",""
"OS-0021108-6597-2-HODDIE CERRADO",21108,"Creado","Confección",8500.0,49,"HODDIE CERRADO",416500.0,"OP-SITARA 0006597","NIDIA FERNANDEZ","","04/03/2026","06/03/2026","104156 FT. BUSO MANGA LARGA FLEECE BLANCO HOMBRE BARRANCA SITARA.pdf","6597-2-HODDIE CERRADO","Carolina Gonzalez","SITARA","81125367","COS-0012608 (Costeo)",""
"OS-0021107-6623-1-Sastre Femenino",21107,"En Proceso","Corte y Confeccion",90800.0,17,"Sastre Femenino",1543600.0,"OP-CLINICOS 0006623","ASCE Y KREA DOTACIONES SAS","","04/03/2026","20/03/2026","214001 FT. SASTRE AZUL OSCURO DAMA LOGO CLINICOS (4).pdf","6623-1-Sastre Femenino","Cristian Esguerra","CLINICOS","81124765","COS-0012671 (Costeo)",""
"OS-0021106-6597-2-HODDIE CERRADO",21106,"En Proceso","Bordado",800.0,49,"HODDIE CERRADO",39200.0,"OP-SITARA 0006597","CONFECCIONES DOTAJAVEL EMPRESA UNIPERSONAL","","04/03/2026","05/03/2026","104156 FT. BUSO MANGA LARGA FLEECE BLANCO HOMBRE BARRANCA SITARA.pdf","6597-2-HODDIE CERRADO","Cristian Esguerra","SITARA","81124219","COS-0012608 (Costeo)",""
"OS-0021105-6581-8-DELANTAL MICO",21105,"En Proceso","Confección",2500.0,130,"DELANTAL MICO",325000.0,"OP-NUTRESA 0006581","LAURA DANIELA LOZANO BAUTISTA","","04/03/2026","11/03/2026","109028 FT. DELANTAL MICO CAQUI CORRAL GOURMET GRUPO ACO UNISEX.pdf","6581-8-DELANTAL MICO","Cristian Esguerra","NUTRESA","81079029","COS-0012572 (Costeo)",""
"OS-0021104-6577-1-Camiseta polo",21104,"En Proceso","Confección",6500.0,390,"Camiseta polo",2535000.0,"OP-CREDIMINUTO 0006577","MARIANOROCA SAS - CESAR","","03/03/2026","11/03/2026","103292 FT. POLO ROJO BLANCO CELULAR NUEVO CREDIMINUTO HOMBRE.pdf","6577-1-Camiseta polo","Cristian Esguerra","CREDIMINUTO","81078456","COS-0012562 (Costeo)",""
"OS-0021103-6580-5-CAMISA MANGA LARGA",21103,"En Proceso","Confección",12500.0,29,"CAMISA MANGA LARGA",362500.0,"OP-Grupo A 0006580","MARIA VICTORIA MORENO BERMUDEZ","","04/03/2026","11/03/2026","102215 FT. CAMISA BLANCO MANGA LARGA BONEM GRUPO A HOMBRE.pdf","6580-5-CAMISA MANGA LARGA","Cristian Esguerra","Grupo A","81077108","COS-0012574 (Costeo)",""
"OS-0021102-6580-4-CAMISA MANGA LARGA",21102,"En Proceso","Confección",12500.0,24,"CAMISA MANGA LARGA",300000.0,"OP-Grupo A 0006580","MARIA VICTORIA MORENO BERMUDEZ","","04/03/2026","11/03/2026","102218 FT. CAMISA BLANCO MANGA LARGA LLANTAS GRUPO A HOMBRE.pdf","6580-4-CAMISA MANGA LARGA","Cristian Esguerra","Grupo A","81077003","COS-0012574 (Costeo)",""
"OS-0021101-6580-3-CAMISA MANGA LARGA",21101,"En Proceso","Confección",12500.0,21,"CAMISA MANGA LARGA",262500.0,"OP-Grupo A 0006580","MARIA VICTORIA MORENO BERMUDEZ","","04/03/2026","11/03/2026","102219 FT. CAMISA BLANCO MANGA LARGA LUBRICANTES GRUPO A HOMBRE.pdf","6580-3-CAMISA MANGA LARGA","Cristian Esguerra","Grupo A","81076953","COS-0012574 (Costeo)",""
"OS-0021100-6580-2-CAMISA MANGA LARGA",21100,"En Proceso","Confección",12500.0,26,"CAMISA MANGA LARGA",325000.0,"OP-Grupo A 0006580","MARIA VICTORIA MORENO BERMUDEZ","","04/03/2026","11/03/2026","102217 FT. CAMISA BLANCO MANGA LARGA MOTOS GRUPO A HOMBRE.pdf","6580-2-CAMISA MANGA LARGA","Cristian Esguerra","Grupo A","81076905","COS-0012574 (Costeo)",""
"OS-0021099-6580-1-CAMISA MANGA LARGA",21099,"En Proceso","Confección",12500.0,21,"CAMISA MANGA LARGA",262500.0,"OP-Grupo A 0006580","MARIA VICTORIA MORENO BERMUDEZ","","04/03/2026","11/03/2026","102216 FT. CAMISA BLANCO MANGA LARGA AUTOPARTES GRUPO A HOMBRE.pdf","6580-1-CAMISA MANGA LARGA","Cristian Esguerra","Grupo A","81076613","COS-0012574 (Costeo)",""
"OS-0021098-6597-3-PANTALON RESORTADO CABALLERO",21098,"En Proceso","Confección",5000.0,43,"PANTALON RESORTADO CABALLERO",215000.0,"OP-SITARA 0006597","JOSE MIGUEL RUIZ HUERTAS","","03/03/2026","06/03/2026","108150 FT. PANTALÓN DRIL BLANCO HOMBRE BARRANCA SITARA.pdf","6597-3-PANTALON RESORTADO CABALLERO","Cristian Esguerra","SITARA","81075822","COS-0012608 (Costeo)",""
